AnimalID,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome,percent,Health_condition,SexOutcome,WildMammalsOrNot,DaysInShelter
A711938,9,Austin,Stray,Normal,Dog,Intact Male,123,Working Dog Breed,Bi color,9,5,Neutered Male,127,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A800620,7,Austin,Stray,Normal,Cat,Intact Female,48,Domestic Cat Breed,Bi color,9,6,Spayed Female,92,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A648086,5,Austin,Owner Surrender,Normal,Dog,Neutered Male,625,Terrier Dog Breed,Bi color,5,9,Neutered Male,625,1.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A679409,5,Austin,Stray,Normal,Dog,Intact Male,55,Retriever Dog Breed,Brown series,5,3,Neutered Male,62,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A778047,8,Austin,Stray,Normal,Cat,Intact Male,181,Domestic Cat Breed,Pattern,8,2,Neutered Male,202,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A696185,1,Austin,Owner Surrender,Normal,Dog,Intact Female,45,Working Dog Breed,Bi color,2,12,Spayed Female,60,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A677612,4,Austin,Stray,Normal,Cat,Intact Female,59,Domestic Cat Breed,Pattern,5,2,Spayed Female,68,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A807605,10,Austin,Stray,Normal,Cat,Spayed Female,730,Domestic Cat Breed,Pattern,11,10,Spayed Female,735,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A677112,4,Austin,Owner Surrender,Normal,Cat,Intact Female,182,Domestic Cat Breed,Pattern,5,10,Spayed Female,210,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A720854,2,Austin,Stray,Normal,Dog,Intact Male,2556,Toy Breed,Bi color,2,2,Neutered Male,2560,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A798149,6,Austin,Stray,Normal,Dog,Intact Male,1826,Working Dog Breed,Brown series,6,6,Intact Male,1826,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A675935,4,Austin,Owner Surrender,Sick,Dog,Intact Male,1826,Working Dog Breed,Pattern,4,4,Intact Male,1827,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A683412,7,Austin,Stray,Normal,Cat,Intact Male,61,Shorthair Cat Breed,Pattern,7,5,Intact Male,65,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A762291,11,Austin,Owner Surrender,Normal,Dog,Intact Female,153,Herding Dog Breed,Bi color,11,6,Spayed Female,157,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A684608,7,Del Valle,Stray,Normal,Cat,Intact Male,30,Domestic Cat Breed,Bi color,10,6,Neutered Male,100,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A702424,5,Austin,Stray,Normal,Dog,Intact Female,730,Toy Breed,Bi color,5,5,Spayed Female,735,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A711205,9,Austin,Stray,Normal,Dog,Intact Male,5478,Terrier Dog Breed,Bi color,9,9,Intact Male,5478,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A759020,9,Austin,Stray,Normal,Dog,Intact Female,1096,Toy Breed,Bi color,10,9,Intact Female,1103,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A729681,6,Austin,Stray,Normal,Dog,Intact Female,731,Toy Breed,Bi color,6,6,Intact Female,733,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A684864,7,Austin,Wildlife,Normal,Other,Unknown,365,Bat,Bi color,7,7,Unknown,365,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A684379,7,Austin,Public Assist,Normal,Dog,Neutered Male,1004,Terrier Dog Breed,Pattern,8,10,Neutered Male,1013,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A711657,9,Austin,Stray,Normal,Dog,Intact Female,1095,Terrier Dog Breed,Bi color,11,9,Spayed Female,1161,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A671549,9,Austin,Stray,Normal,Cat,Neutered Male,2420,Domestic Cat Breed,Bi color,9,1,Neutered Male,2421,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A705164,6,Austin,Stray,Injured,Cat,Intact Male,547,Domestic Cat Breed,Pattern,6,12,Neutered Male,563,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A670732,1,Austin,Wildlife,Sick,Other,Unknown,365,Procyonidae,Bi color,1,1,Unknown,365,1.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A679831,5,Travis,Public Assist,Normal,Dog,Spayed Female,1096,Toy Breed,Brown series,5,5,Spayed Female,1099,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A754288,11,Austin,Stray,Normal,Dog,Neutered Male,1590,Hound Dong Breed,Bi color,11,7,Neutered Male,1590,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A683128,7,Lakeway,Stray,Normal,Cat,Intact Male,68,Domestic Cat Breed,Black,7,4,Intact Male,69,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A776531,7,Austin,Stray,Normal,Dog,Intact Male,30,Hound Dong Breed,Bi color,8,6,Neutered Male,67,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A701501,4,Austin,Stray,Normal,Cat,Intact Male,38,Domestic Cat Breed,Pattern,5,3,Neutered Male,69,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A718245,12,Austin,Stray,Normal,Dog,Intact Male,730,Terrier Dog Breed,Bi color,12,12,Neutered Male,735,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A769380,4,Austin,Owner Surrender,Normal,Cat,Intact Female,730,Domestic Cat Breed,Pattern,4,4,Spayed Female,733,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A718865,1,Austin,Stray,Normal,Dog,Intact Female,57,Herding Dog Breed,Bi color,1,11,Spayed Female,61,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A788679,2,Austin,Wildlife,Sick,Other,Unknown,730,Bat,Brown series,2,2,Unknown,730,1.0,0.38314176245210724,Unhealthy,Unknown,Wild Mammals,0-1 days
A731964,7,Manor,Stray,Normal,Dog,Spayed Female,1443,Terrier Dog Breed,Brown series,9,8,Spayed Female,1488,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A799980,7,Austin,Stray,Normal,Dog,Spayed Female,2251,Toy Breed,Bi color,7,5,Spayed Female,2260,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A780939,9,Austin,Stray,Normal,Cat,Neutered Male,97,Domestic Cat Breed,Pattern,10,6,Neutered Male,128,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A809064,11,Austin,Stray,Normal,Dog,Intact Male,2191,Terrier Dog Breed,Bi color,11,11,Neutered Male,2202,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A671412,1,Del Valle,Stray,Normal,Dog,Intact Female,731,Herding Dog Breed,Bi color,2,1,Spayed Female,741,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A791398,3,Austin,Owner Surrender,Normal,Dog,Neutered Male,248,Toy Breed,Bi color,3,7,Neutered Male,248,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A751540,6,Austin,Stray,Normal,Cat,Intact Male,61,Domestic Cat Breed,Black,6,4,Neutered Male,70,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A747817,7,Austin,Stray,Normal,Cat,Intact Female,1187,Domestic Cat Breed,Pattern,11,4,Spayed Female,1290,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A713101,10,Austin,Stray,Normal,Cat,Intact Female,37,Domestic Cat Breed,Black,1,8,Spayed Female,156,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A795339,5,Austin,Stray,Normal,Cat,Intact Male,45,Domestic Cat Breed,Bi color,6,4,Neutered Male,59,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A721210,2,Austin,Public Assist,Normal,Dog,Spayed Female,2191,Toy Breed,Brown series,2,2,Spayed Female,2197,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A806516,10,Manor,Stray,Normal,Dog,Intact Female,168,Terrier Dog Breed,Bi color,10,4,Intact Female,179,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A730291,7,Austin,Stray,Normal,Cat,Intact Male,61,Domestic Cat Breed,Pattern,7,5,Neutered Male,65,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A738852,11,Austin,Owner Surrender,Sick,Dog,Neutered Male,2557,Terrier Dog Breed,Bi color,11,11,Neutered Male,2565,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A745151,3,Austin,Stray,Normal,Dog,Neutered Male,120,Working Dog Breed,White,3,11,Neutered Male,120,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A774272,6,Austin,Wildlife,Normal,Other,Unknown,365,Bat,Brown series,6,6,Unknown,366,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A720974,2,Austin,Stray,Normal,Dog,Neutered Male,87,Toy Breed,Bi color,2,12,Neutered Male,87,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A735678,9,Austin,Stray,Normal,Dog,Intact Male,366,Working Dog Breed,White,10,9,Neutered Male,372,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A799479,7,Manor,Stray,Normal,Dog,Intact Male,733,Toy Breed,Bi color,7,7,Neutered Male,738,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A774204,6,Travis,Stray,Normal,Dog,Intact Female,61,Retriever Dog Breed,Bi color,6,4,Spayed Female,65,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A763271,12,Austin,Stray,Normal,Dog,Intact Female,303,Terrier Dog Breed,Bi color,12,2,Spayed Female,316,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A728317,6,Austin,Owner Surrender,Normal,Cat,Neutered Male,731,Domestic Cat Breed,Pattern,8,6,Neutered Male,810,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A739090,11,Austin,Stray,Normal,Dog,Intact Female,214,Terrier Dog Breed,Blue series,12,4,Spayed Female,225,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A730275,11,Austin,Owner Surrender,Normal,Dog,Spayed Female,500,Working Dog Breed,Brown series,11,7,Spayed Female,508,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A747666,4,Austin,Stray,Normal,Cat,Intact Male,38,Domestic Cat Breed,Pattern,5,3,Neutered Male,58,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A776976,7,Austin,Stray,Normal,Cat,Intact Female,38,Domestic Cat Breed,Pattern,8,6,Spayed Female,78,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A705920,6,Austin,Stray,Normal,Dog,Intact Female,364,Terrier Dog Breed,Bi color,11,6,Spayed Female,521,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A634858,8,Austin,Stray,Normal,Dog,Spayed Female,968,Terrier Dog Breed,Bi color,8,12,Spayed Female,973,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A754737,7,Austin,Stray,Injured,Dog,Neutered Male,3009,Terrier Dog Breed,Bi color,7,4,Neutered Male,3016,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A710712,8,Austin,Stray,Normal,Dog,Neutered Male,365,Retriever Dog Breed,Bi color,8,8,Neutered Male,367,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A756307,8,Austin,Owner Surrender,Normal,Cat,Intact Female,66,Domestic Cat Breed,Pattern,8,6,Intact Female,67,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A786539,12,Del Valle,Stray,Normal,Dog,Intact Female,55,Working Dog Breed,Bi color,1,11,Intact Female,62,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A788876,2,Austin,Stray,Normal,Dog,Intact Male,59,Terrier Dog Breed,Bi color,2,12,Intact Male,63,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A545301,8,Austin,Owner Surrender,Normal,Cat,Spayed Female,2985,Longhair Cat Breed,Pattern,8,6,Spayed Female,3004,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A774937,6,Travis,Owner Surrender,Normal,Cat,Intact Male,61,Domestic Cat Breed,Brown series,6,4,Neutered Male,63,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A775203,6,Travis,Stray,Injured,Cat,Intact Male,107,Domestic Cat Breed,Pattern,2,3,Neutered Male,331,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A730288,7,Austin,Stray,Normal,Cat,Intact Male,66,Shorthair Cat Breed,Pattern,8,4,Neutered Male,115,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A781730,10,Austin,Stray,Normal,Cat,Intact Male,30,Domestic Cat Breed,Pattern,12,9,Neutered Male,471,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A686704,8,Austin,Owner Surrender,Normal,Dog,Spayed Female,1826,Toy Breed,Bi color,8,8,Spayed Female,1831,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A699983,4,Austin,Stray,Normal,Cat,Intact Male,730,Domestic Cat Breed,Pattern,5,4,Neutered Male,756,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A784699,11,Manor,Stray,Normal,Dog,Intact Male,2922,Toy Breed,Bi color,1,11,Neutered Male,2973,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A796454,6,Austin,Stray,Normal,Cat,Neutered Male,730,Domestic Cat Breed,Pattern,7,6,Neutered Male,767,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A687132,9,Austin,Stray,Normal,Dog,Neutered Male,729,Working Dog Breed,Bi color,9,9,Neutered Male,732,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A669143,12,Austin,Owner Surrender,Normal,Cat,Intact Male,52,Domestic Cat Breed,Pattern,12,10,Intact Male,61,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A699286,3,Austin,Stray,Normal,Cat,Intact Male,730,Domestic Cat Breed,Bi color,3,3,Intact Male,731,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A699316,3,Austin,Stray,Normal,Dog,Intact Male,1461,Working Dog Breed,Pattern,4,3,Neutered Male,1470,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A736620,10,Austin,Stray,Normal,Cat,Intact Female,52,Domestic Cat Breed,Black,12,8,Spayed Female,114,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A700970,4,Austin,Stray,Normal,Dog,Spayed Female,3652,Retriever Dog Breed,Bi color,4,4,Spayed Female,3654,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A775884,7,Austin,Stray,Normal,Dog,Intact Male,730,Toy Breed,Red series,7,7,Neutered Male,733,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A715865,11,Austin,Stray,Normal,Dog,Intact Female,1095,Toy Breed,Bi color,11,11,Spayed Female,1105,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A791052,3,Austin,Owner Surrender,Normal,Dog,Intact Female,59,Herding Dog Breed,Bi color,3,1,Spayed Female,61,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A712109,9,Austin,Stray,Normal,Cat,Intact Male,22,Domestic Cat Breed,Blue series,9,8,Intact Male,22,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A683706,7,Austin,Stray,Normal,Cat,Intact Female,36,Domestic Cat Breed,Bi color,9,6,Spayed Female,85,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A720125,2,Austin,Stray,Nursing,Dog,Intact Female,3,Working Dog Breed,Pattern,4,1,Spayed Female,64,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A775712,7,Austin,Stray,Normal,Cat,Intact Female,41,Domestic Cat Breed,Pattern,9,5,Spayed Female,113,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A784129,11,Austin,Stray,Normal,Dog,Spayed Female,365,Herding Dog Breed,Bi color,11,11,Spayed Female,365,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A774140,6,Austin,Stray,Normal,Cat,Intact Male,49,Domestic Cat Breed,Blue series,6,4,Intact Male,54,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A777649,8,Austin,Wildlife,Injured,Bird,Unknown,92,Large bird,Bi color,8,5,Unknown,92,1.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A409637,4,Austin,Stray,Aged,Dog,Neutered Male,4177,Terrier Dog Breed,Bi color,4,10,Neutered Male,4182,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A726472,5,Austin,Stray,Normal,Dog,Intact Female,0,Hound Dong Breed,Pattern,7,5,Spayed Female,57,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A670433,1,Austin,Stray,Normal,Dog,Intact Male,2192,Toy Breed,White,1,1,Neutered Male,2197,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A776419,7,Austin,Stray,Normal,Cat,Unknown,730,Domestic Cat Breed,Pattern,7,7,Unknown,734,0.0,0.15552099533437014,Healthy,Unknown,Not Wild Mammals,more than 3 days
A743139,2,Austin,Owner Surrender,Normal,Dog,Intact Female,1827,Terrier Dog Breed,Red series,2,2,Spayed Female,1846,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A780604,9,Austin,Stray,Normal,Dog,Intact Female,365,Hound Dong Breed,Bi color,10,9,Intact Female,408,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A720067,2,Del Valle,Owner Surrender,Normal,Cat,Intact Female,92,Domestic Cat Breed,Pattern,2,11,Spayed Female,94,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A753414,7,Austin,Stray,Normal,Dog,Intact Male,731,Toy Breed,Pattern,7,7,Intact Male,750,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A666283,10,Austin,Stray,Normal,Dog,Intact Female,731,Terrier Dog Breed,Pattern,2,10,Spayed Female,847,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A781421,9,Austin,Owner Surrender,Injured,Cat,Unknown,22,Domestic Cat Breed,Pattern,9,9,Unknown,22,0.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A752310,6,Travis,Public Assist,Normal,Dog,Spayed Female,2922,Retriever Dog Breed,Brown series,6,6,Spayed Female,2922,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A781612,10,Austin,Stray,Nursing,Cat,Intact Male,1,Domestic Cat Breed,Bi color,12,10,Neutered Male,83,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A693067,12,Austin,Owner Surrender,Normal,Dog,Intact Female,365,Hound Dong Breed,Pattern,2,12,Spayed Female,440,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A721190,2,Austin,Stray,Normal,Dog,Spayed Female,1826,Terrier Dog Breed,Bi color,2,2,Spayed Female,1826,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A812297,1,Manor,Stray,Normal,Dog,Intact Female,137,Herding Dog Breed,Pattern,1,9,Spayed Female,143,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A774012,6,Austin,Stray,Normal,Dog,Neutered Male,243,Retriever Dog Breed,Gold series,6,10,Neutered Male,255,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A723843,4,Austin,Owner Surrender,Normal,Cat,Neutered Male,4760,Domestic Cat Breed,Pattern,5,4,Neutered Male,4794,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A806217,10,Travis,Owner Surrender,Normal,Cat,Intact Male,70,Domestic Cat Breed,Pattern,10,7,Neutered Male,76,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A758351,9,Austin,Wildlife,Normal,Other,Unknown,365,Bat,Brown series,9,9,Unknown,366,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A720628,2,Austin,Stray,Normal,Dog,Intact Female,548,Terrier Dog Breed,White,2,8,Intact Female,549,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A811422,1,Travis,Stray,Normal,Dog,Intact Male,38,Retriever Dog Breed,Bi color,1,11,Intact Male,45,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A798105,6,Austin,Wildlife,Normal,Other,Unknown,365,Bat,Brown series,6,6,Unknown,365,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A786297,12,Austin,Stray,Normal,Dog,Spayed Female,365,Retriever Dog Breed,Black,12,12,Spayed Female,365,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A750578,5,Travis,Stray,Normal,Dog,Intact Female,365,Working Dog Breed,Bi color,5,5,Intact Female,365,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A781552,10,Austin,Stray,Normal,Dog,Intact Male,118,Hound Dong Breed,Brown series,10,6,Neutered Male,122,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A680909,12,Travis,Owner Surrender,Normal,Cat,Spayed Female,2089,Shorthair Cat Breed,Pattern,12,4,Spayed Female,2094,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A807683,10,Austin,Stray,Normal,Cat,Intact Female,122,Domestic Cat Breed,Pattern,11,6,Spayed Female,128,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A673652,2,Austin,Owner Surrender,Normal,Dog,Intact Male,731,Herding Dog Breed,Bi color,3,2,Neutered Male,759,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A686594,8,Austin,Stray,Normal,Dog,Intact Male,122,Hound Dong Breed,Bi color,8,4,Intact Male,129,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A699611,3,Austin,Public Assist,Normal,Dog,Neutered Male,730,Toy Breed,Pattern,4,3,Neutered Male,738,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A766816,2,Travis,Stray,Normal,Dog,Intact Female,731,Herding Dog Breed,Bi color,9,2,Spayed Female,941,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A729432,6,Austin,Stray,Normal,Cat,Intact Male,61,Domestic Cat Breed,Pattern,8,4,Neutered Male,109,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A717866,12,Austin,Stray,Normal,Cat,Intact Female,730,Domestic Cat Breed,Pattern,12,12,Spayed Female,734,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A787628,1,Austin,Owner Surrender,Normal,Dog,Neutered Male,2191,Terrier Dog Breed,Bi color,1,1,Neutered Male,2191,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A531278,9,Travis,Stray,Normal,Dog,Intact Male,2701,Terrier Dog Breed,Bi color,9,4,Intact Male,2701,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A600056,3,Austin,Owner Surrender,Normal,Dog,Neutered Male,2701,Terrier Dog Breed,Bi color,3,11,Neutered Male,2702,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A753765,7,Austin,Stray,Normal,Cat,Spayed Female,365,Domestic Cat Breed,Bi color,7,7,Spayed Female,384,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A678054,5,Austin,Stray,Normal,Dog,Intact Male,365,Terrier Dog Breed,Bi color,5,5,Neutered Male,388,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A710179,8,Austin,Stray,Normal,Cat,Intact Male,122,Shorthair Cat Breed,Pattern,9,4,Neutered Male,151,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A734095,9,Travis,Stray,Normal,Dog,Intact Female,366,Working Dog Breed,Bi color,9,9,Spayed Female,372,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A803452,9,Austin,Owner Surrender,Normal,Cat,Intact Male,207,Domestic Cat Breed,Pattern,9,2,Neutered Male,215,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A683835,7,Austin,Stray,Normal,Cat,Intact Male,730,Domestic Cat Breed,Pattern,7,7,Intact Male,731,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A753020,6,Austin,Stray,Normal,Cat,Intact Male,731,Domestic Cat Breed,Black,7,6,Intact Male,735,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A729359,6,Austin,Stray,Injured,Cat,Intact Female,47,Domestic Cat Breed,Pattern,7,5,Spayed Female,69,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A733817,8,Austin,Stray,Normal,Dog,Intact Male,366,Retriever Dog Breed,Brown series,9,8,Neutered Male,371,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A796007,5,Austin,Stray,Normal,Cat,Intact Female,730,Domestic Cat Breed,Pattern,6,5,Intact Female,745,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A691403,11,Austin,Stray,Normal,Dog,Intact Male,2191,Terrier Dog Breed,Pattern,11,11,Intact Male,2195,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
